,State,Date,Text
392,Tennessee,26-Aug-22,"Posted by Half-Staff Alerts Staff on Aug 26, 2022August 26-28, 2022 - Half Staff Alert - TennesseeBy order of the Governor and in accordance with the Honoring Hometown Heroes Act, flags over the State Capitol and all State office buildings will be flown at half-staff from sunrise on Friday, August
                    …Continue Reading"
393,Georgia,24-Aug-22,"Posted by Half-Staff Alerts Staff on Aug 24, 2022August 27, 2022 - Half Staff Alert - GeorgiaGovernor Kemp ordered U.S. & Georgia flags to half-staff August 27, 2022 in honor of former First Lady of Georgia, Mrs. Sandra Dunagan Deal.
                    …Continue Reading"
394,Delaware,24-Aug-22,"Posted by Half-Staff Alerts Staff on Aug 24, 2022August 23-27, 2022 - Half-Staff Alert - DelawareIn recognition and memory of Senator Richard Cordrey’s service to the State of Delaware, Governor Carney has ordered the Delaware flag at state buildings and facilities be flown at half-staff until su
                    …Continue Reading"
395,Florida,24-Aug-22,"Posted by Half-Staff Alerts Staff on Aug 24, 2022August 24, 2022 - Half Staff Alert - FloridaOn Wednesday, August 17, 2022, Detective Cesar “Echy” Echaverry passed from critical injuries sustained in the line of duty on August 15, 2022. He served the community as a law enforcement officer for
                    …Continue Reading"
396,Virginia,22-Aug-22,"Posted by Half-Staff Alerts Staff on Aug 22, 2022August 22, 2022 - Half-Staff-Alert - VirginiaGovernor Youngkin ordered U.S. & Virginia flags to half-staff August 22, 2022 in honor of USMC Montford Point Marine Wallace Green, Jr.
                    …Continue Reading"
397,Michigan,17-Aug-22,"Posted by Half-Staff Alerts Staff on Aug 17, 2022August 18, 2022  - Half Staff Alert - MichiganToday, Governor Gretchen
Whitmer has ordered U.S. and Michigan flags within the State Capitol Complex to
be lowered to half-staff on Thursday, August 18 to honor and remember former
state Represent
                    …Continue Reading"
398,Colorado,15-Aug-22,"Posted by Half-Staff Alerts Staff on Aug 15, 2022August 15, 2022 - Half Staff Alert - ColoradoToday, Governor Jared Polis ordered flags lowered to half-staff on all public buildings statewide for Monday, August 15, 2022 to honor the life of Deputy Andrew Peery, a decorated and dedicated member
                    …Continue Reading"
399,Virginia,12-Aug-22,"Posted by Half-Staff Alerts Staff on Aug 12, 2022August 13, 2022 - Half-Staff-Alert - VirginiaGovernor's Order
    for the Commonwealth of Virginia
    
    In accordance with the authority vested in me as Governor, I
    hereby order that the flags of the United
                    …Continue Reading"
400,Washington,12-Aug-22,"Posted by Half-Staff Alerts Staff on Aug 12, 2022August 12, 2022 - Half Staff Alert - WashingtonGovernor
Inslee is deeply saddened by the death of Spokane Valley Firefighter Dan
Patterson, 53, and directs that Washington State and United States flags at
all state agency facilities be lowered
                    …Continue Reading"
401,Pennsylvania,10-Aug-22,"Posted by Half-Staff Alerts Staff on Aug 10, 2022August 9-12, 2022 - Half-Staff Alert - PennsylvaniaGovernor Tom Wolf ordered the commonwealth flag on all commonwealth facilities, public buildings and grounds in Westmoreland County to fly at half-staff immediately in honor of North Huntingdon EMS Re
                    …Continue Reading"
402,Florida,10-Aug-22,"Posted by Half-Staff Alerts Staff on Aug 10, 2022August 11, 2022 - Half Staff Alert - FloridaGovernor DeSantis ordered U.S. and Florida flags to half-staff at the State Capitol in Tallahassee, Florida, at the Palm Beach County Courthouse in West Palm Beach, Florida, and at the City Hall
                    …Continue Reading"
403,California,10-Aug-22,"Posted by Half-Staff Alerts Staff on Aug 10, 2022August 10, 2022 - Half Staff Alert - CaliforniaGovernor Gavin Newsom today issued the following statement regarding the death of California Department of Transportation (Caltrans) Engineer Ali Shabazz:“Jennifer and I were very saddened to learn of
                    …Continue Reading"
404,Hawaii,8-Aug-22,"Posted by Half-Staff Alerts Staff on Aug 08, 2022August 8, 2022 - Half Staff Alert - HawaiiAs a mark of respect for the late former Hawaiʻi Supreme Court Chief Justice Ronald Moon, Gov. David Ige has ordered that the flags of the United States and State of Hawai‘i shall be flown at half-sta
                    …Continue Reading"
405,Indiana,5-Aug-22,"Posted by Half-Staff Alerts Staff on Aug 05, 2022August 6, 2022 - Half-Staff Alert - IndianaGov. Eric J. Holcomb is directing flags in the State of Indiana to be flown at half-staff in honor and remembrance for Elwood Police Officer Noah Shahnavaz.
Flags should be flown at half-staff from s
                    …Continue Reading"
406,Virginia,4-Aug-22,"Posted by Half-Staff Alerts Staff on Aug 04, 2022August 5, 2022 - Half-Staff-Alert - VirginiaGovernor Youngkin ordered the flags of the United States of America and the Commonwealth of Virginia be flown at half-staff on all state and local buildings and grounds in the Commonwealth of Virginia
                    …Continue Reading"
407,Michigan,4-Aug-22,"Posted by Half-Staff Alerts Staff on Aug 04, 2022August 5, 2022  - Half Staff Alert - MichiganToday, Governor Gretchen Whitmer has ordered U.S. and
Michigan flags within the State Capitol Complex and upon all public buildings
and grounds across the state of Michigan to be lowered to half-sta
                    …Continue Reading"
408,Tennessee,4-Aug-22,"Posted by Half-Staff Alerts Staff on Aug 04, 2022August 6, 2022 - Half Staff Alert - TennesseeBy order of the Governor, flags over the State Capitol and all State office buildings are to be flown at half-staff from sunrise until sunset on Saturday, August 6, 2022, in honor of the ultimate sacr
                    …Continue Reading"
409,Wisconsin,4-Aug-22,"Posted by Half-Staff Alerts Staff on Aug 04, 2022August 5, 2022 - Half-Staff Alert - WisconsinGov. Tony Evers today signed Executive Order #173 ordering the flags of the United States and the state of Wisconsin to be flown at half-staff on Fri., Aug. 5, 2022, to mark the 10th anniversary of th
                    …Continue Reading"
410,Maryland,4-Aug-22,"Posted by Half-Staff Alerts Staff on Aug 04, 2022August 5, 2022 - Half-Staff Alert - MarylandThis is to advise that Governor Larry Hogan ordered the Maryland State Flag be lowered to half-staff from sunrise to sunset, Friday, August 5, 2022.  This is the day of interment for Retired Maryland
                    …Continue Reading"
411,Indiana,4-Aug-22,"Posted by Half-Staff Alerts Staff on Aug 04, 2022August 3-4, 2022 - Half-Staff Alert - Entire United StatesPresident Biden ordered all United States Flags to half-staff August 3-4, 2022 in honor of the passing of Representative Jackie Walorski. Walorski has represented Indiana's 2nd Congressional Dist
                    …Continue Reading"
412,Georgia,3-Aug-22,"Posted by Half-Staff Alerts Staff on Aug 03, 2022August 4, 2022 - Half Staff Alert - GeorgiaGovernor Kemp ordered U.S. & Georgia flags to half-staff in Fulton County August 4, 2022 in honor of Sgt. Jean-Harold Astree.
                    …Continue Reading"
413,Connecticut,2-Aug-22,"Posted by Half-Staff Alerts Staff on Aug 02, 2022August 3-4, 2022 - Half-Staff Alert - ConnecticutGovernor Ned Lamont today announced that he is directing U.S. and state flags in Connecticut lowered to half-staff beginning at sunrise on Wednesday, August 3, 2022, through sunset on Thursday, August
                    …Continue Reading"
414,Kentucky,1-Aug-22,"Posted by Half-Staff Alerts Staff on Aug 01, 2022August 2-8, 2022 - Half-Staff Alert - KentuckyToday, Gov. Andy Beshear ordered
flags at all state office buildings be lowered to half-staff in honor of
Kentuckians lost to or impacted by the historic Eastern Kentucky flooding
events that began
                    …Continue Reading"
415,Texas,29-Jul-22,"Posted by Half-Staff Alerts Staff on Jul 29, 2022July 29, 2022 - Half Staff Alert - TexasGovernor Abbot ordered all U.S Texas State flags in Smith County be lowered to half-staff in honor of Deputy Lorenzo Bustos, who was killed in the line of duty while performing a traffic stop. Flags m
                    …Continue Reading"
416,Connecticut,28-Jul-22,"Posted by Half-Staff Alerts Staff on Jul 28, 2022July 29, 2022 - Half-Staff Alert - ConnecticutGovernor Ned Lamont has ordered the lowering of U.S. and Connecticut State flags to half-staff on Friday, July 29, 2002 in honor of Muddy Brook Fire Department Firefighter George W. Brown, who died in
                    …Continue Reading"
417,Virginia,28-Jul-22,"Posted by Half-Staff Alerts Staff on Jul 28, 2022July 28, 2022 -Half-Staff-Alert - VirginiaGovernor Youngkin ordered the flags of the United States of America and the Commonwealth of Virginia be flown at half-staff on all state and local buildings and grounds in the Commonwealth of Virginia
                    …Continue Reading"
418,Virginia,28-Jul-22,"Posted by Half-Staff Alerts Staff on Jul 28, 2022July 28, 2022 -Half-Staff-Alert - VirginiaGovernor Youngkin has ordered the flags of the United States of America and the Commonwealth of Virginia be flown at half-staff on all state and local buildings and grounds in the Commonwealth of
                    …Continue Reading"
419,Kansas,27-Jul-22,"Posted by Half-Staff Alerts Staff on Jul 27, 2022July 27, 2022 - Half Staff Alert - KansasIn accordance with Executive Order 20-30, Governor Laura Kelly directs flags be flown at half-staff at all state grounds, buildings, and facilities from sunup to sundown on Wednesday, July 27, 2022, i
                    …Continue Reading"
420,Missouri,27-Jul-22,"Posted by Half-Staff Alerts Staff on Jul 27, 2022July 27, 2022 - Half-Staff Alert - MissouriToday, acting on behalf of Governor Mike Parson, Lieutenant Governor Mike Kehoe ordered the U.S. and Missouri flags to be flown at half-staff at government buildings in Clay and Jackson counties on We
                    …Continue Reading"
421,Oklahoma,25-Jul-22,"Posted by Half-Staff Alerts Staff on Jul 25, 2022July 25, 2022 - Half Staff Alert - OklahomaOklahoma City's Mayor, David Holt, lowered United States and Oklahoma State flags to half-staff today, in honor of Edmond Police Officer C. J. Nelson. He also ordered the Skydance Bridge to be lit blu
                    …Continue Reading"
422,Ohio,25-Jul-22,"Posted by Half-Staff Alerts Staff on Jul 25, 2022July 25, 2022 - Half-Staff Alert - OhioIn honor of the life and service of Clark County Sheriff's Deputy Matthew Yates, Governor DeWine has ordered that flags of the United States and the State of Ohio be flown at half-staff upon all publ
                    …Continue Reading"
423,Wisconsin,25-Jul-22,"Posted by Half-Staff Alerts Staff on Jul 25, 2022July 26, 2022 - Half-Staff Alert - WisconsinGov. Tony Evers signed Executive Order #172 ordering the flags of the United States and the state of Wisconsin to be flown at half-staff on Tues., July 26, 2022, in honor of former Wisconsin State Sen
                    …Continue Reading"
424,Idaho,25-Jul-22,"Posted by Half-Staff Alerts Staff on Jul 25, 2022July 22, 2022 - Half-Staff Alert - Idaho***UPDATE*** U.S. and State of Idaho flags will continue to fly half-staff until sunset on Friday, July 29, 2022.Governor Brad Little has ordered U.S. and State of Idaho flags in Idaho to be flow
                    …Continue Reading"
425,California,20-Jul-22,"Posted by Half-Staff Alerts Staff on Jul 20, 2022July 21, 2022 - Half Staff Alert - CaliforniaGovernor Gavin Newsom issued the following statement regarding the death of :“Jennifer and I are deeply saddened by the loss of Captain Brian Falk, our thoughts and heartfelt sympathies are with his f
                    …Continue Reading"
426,Arkansas,19-Jul-22,"Posted by Half-Staff Alerts Staff on Jul 19, 2022July 19-22, 2022 - Half Staff Alert - ArkansasGovernor Asa Hutchinson has directed the United States flag and the state flag of Arkansas to fly at half-staff from July 19-22, 2022 to honor Police Officer Vincent Parks of the Jonesboro Police Depa
                    …Continue Reading"
427,Massachusetts,19-Jul-22,"Posted by Half-Staff Alerts Staff on Jul 19, 2022July 20, 2022 - Half Staff Alert - MassachusettsPlease be advised that Massachusetts Governor Charlie Baker has ordered that
the United States of America flag and the Commonwealth of Massachusetts flag be
lowered to half-staff from sunrise until
                    …Continue Reading"
428,Michigan,15-Jul-22,"Posted by Half-Staff Alerts Staff on Jul 15, 2022July 18, 2022  - Half Staff Alert - MichiganToday, Governor Gretchen Whitmer has ordered U.S. and
Michigan flags within the State Capitol Complex and upon all public buildings
and grounds across the State of Michigan to be lowered to half-sta
                    …Continue Reading"
